,economy,measure,vehicle_type,medium,transport_type,unit,date,fuel,frequency,scope,comment,dataset,drive,value
14,15_PHL,stocks,bus,road,passenger,stocks,1993,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
15,15_PHL,stocks,bus,road,passenger,stocks,1994,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
16,15_PHL,stocks,bus,road,passenger,stocks,1995,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
17,15_PHL,stocks,bus,road,passenger,stocks,1996,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
18,15_PHL,stocks,bus,road,passenger,stocks,1997,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
19,15_PHL,stocks,bus,road,passenger,stocks,1998,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
20,15_PHL,stocks,bus,road,passenger,stocks,1999,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
21,15_PHL,stocks,bus,road,passenger,stocks,2000,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
22,15_PHL,stocks,bus,road,passenger,stocks,2001,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
23,15_PHL,stocks,bus,road,passenger,stocks,2002,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
24,15_PHL,stocks,bus,road,passenger,stocks,2003,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
25,15_PHL,stocks,bus,road,passenger,stocks,2004,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
26,15_PHL,stocks,bus,road,passenger,stocks,2005,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
27,15_PHL,stocks,bus,road,passenger,stocks,2006,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
28,15_PHL,stocks,bus,road,passenger,stocks,2007,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
29,15_PHL,stocks,bus,road,passenger,stocks,2008,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
30,15_PHL,stocks,bus,road,passenger,stocks,2009,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
31,15_PHL,stocks,bus,road,passenger,stocks,2010,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
32,15_PHL,stocks,bus,road,passenger,stocks,2011,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
33,15_PHL,stocks,bus,road,passenger,stocks,2012,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
34,15_PHL,stocks,bus,road,passenger,stocks,2013,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
35,15_PHL,stocks,bus,road,passenger,stocks,2014,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
36,15_PHL,stocks,bus,road,passenger,stocks,2015,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
37,15_PHL,stocks,bus,road,passenger,stocks,2016,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
38,15_PHL,stocks,bus,road,passenger,stocks,2017,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
39,15_PHL,stocks,bus,road,passenger,stocks,2018,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
40,15_PHL,stocks,bus,road,passenger,stocks,2019,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
41,15_PHL,stocks,bus,road,passenger,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
42,15_PHL,stocks,all,road,combined,stocks,2010,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
43,15_PHL,stocks,all,road,combined,stocks,2011,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
44,15_PHL,stocks,all,road,combined,stocks,2012,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
45,15_PHL,stocks,all,road,combined,stocks,2013,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
46,15_PHL,stocks,all,road,combined,stocks,2014,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
47,15_PHL,stocks,all,road,combined,stocks,2015,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
48,15_PHL,stocks,all,road,combined,stocks,2016,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
49,15_PHL,stocks,all,road,combined,stocks,2017,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
50,15_PHL,stocks,all,road,combined,stocks,2018,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
51,15_PHL,stocks,all,road,combined,stocks,2019,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
52,15_PHL,stocks,all,road,combined,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
53,15_PHL,stocks,all,air,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
54,15_PHL,stocks,all,air,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
55,15_PHL,stocks,all,rail,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
56,15_PHL,stocks,all,rail,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
57,15_PHL,stocks,all,ship,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
58,15_PHL,stocks,all,ship,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
59,15_PHL,stocks,lcv,road,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
60,15_PHL,stocks,2w,road,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
61,15_PHL,stocks,bus,road,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
62,15_PHL,stocks,2w,road,passenger,stocks,2010,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
63,15_PHL,stocks,2w,road,passenger,stocks,2011,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
64,15_PHL,stocks,2w,road,passenger,stocks,2012,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
65,15_PHL,stocks,2w,road,passenger,stocks,2013,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
66,15_PHL,stocks,2w,road,passenger,stocks,2014,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
67,15_PHL,stocks,2w,road,passenger,stocks,2015,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
68,15_PHL,stocks,2w,road,passenger,stocks,2016,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
69,15_PHL,stocks,2w,road,passenger,stocks,2017,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
70,15_PHL,stocks,2w,road,passenger,stocks,2018,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
71,15_PHL,stocks,2w,road,passenger,stocks,2019,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
72,15_PHL,stocks,2w,road,passenger,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
73,15_PHL,stocks,3w,road,passenger,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
74,15_PHL,stocks,3w,road,passenger,stocks,2021,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
75,15_PHL,stocks,bus,road,passenger,stocks,1992,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
76,15_PHL,stocks,bus,road,passenger,stocks,1993,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
77,15_PHL,stocks,bus,road,passenger,stocks,1994,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
78,15_PHL,stocks,bus,road,passenger,stocks,1995,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
79,15_PHL,stocks,bus,road,passenger,stocks,1996,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
80,15_PHL,stocks,bus,road,passenger,stocks,1997,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
81,15_PHL,stocks,bus,road,passenger,stocks,1998,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
82,15_PHL,stocks,bus,road,passenger,stocks,1999,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
83,15_PHL,stocks,bus,road,passenger,stocks,2000,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
84,15_PHL,stocks,bus,road,passenger,stocks,2001,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
85,15_PHL,stocks,bus,road,passenger,stocks,2002,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
86,15_PHL,stocks,bus,road,passenger,stocks,2003,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
87,15_PHL,stocks,bus,road,passenger,stocks,2004,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
88,15_PHL,stocks,bus,road,passenger,stocks,2005,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
89,15_PHL,stocks,bus,road,passenger,stocks,2006,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
90,15_PHL,stocks,bus,road,passenger,stocks,2007,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
91,15_PHL,stocks,bus,road,passenger,stocks,2008,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
92,15_PHL,stocks,bus,road,passenger,stocks,2009,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
93,15_PHL,stocks,bus,road,passenger,stocks,2010,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
94,15_PHL,stocks,bus,road,passenger,stocks,2011,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
95,15_PHL,stocks,bus,road,passenger,stocks,2012,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
96,15_PHL,stocks,bus,road,passenger,stocks,2013,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
97,15_PHL,stocks,bus,road,passenger,stocks,2014,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
98,15_PHL,stocks,bus,road,passenger,stocks,2015,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
99,15_PHL,stocks,bus,road,passenger,stocks,2016,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
100,15_PHL,stocks,bus,road,passenger,stocks,2017,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
101,15_PHL,stocks,bus,road,passenger,stocks,2018,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
102,15_PHL,stocks,bus,road,passenger,stocks,2019,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
103,15_PHL,stocks,bus,road,passenger,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
104,15_PHL,stocks,all,road,combined,stocks,2010,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
105,15_PHL,stocks,all,road,combined,stocks,2011,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
106,15_PHL,stocks,all,road,combined,stocks,2012,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
107,15_PHL,stocks,all,road,combined,stocks,2013,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
108,15_PHL,stocks,all,road,combined,stocks,2014,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
109,15_PHL,stocks,all,road,combined,stocks,2015,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
110,15_PHL,stocks,all,road,combined,stocks,2016,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
111,15_PHL,stocks,all,road,combined,stocks,2017,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
112,15_PHL,stocks,all,road,combined,stocks,2018,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
113,15_PHL,stocks,all,road,combined,stocks,2019,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
114,15_PHL,stocks,all,road,combined,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
115,15_PHL,stocks,all,air,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
116,15_PHL,stocks,all,air,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
117,15_PHL,stocks,all,rail,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
118,15_PHL,stocks,all,rail,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
119,15_PHL,stocks,all,ship,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
120,15_PHL,stocks,all,ship,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
121,15_PHL,stocks,lcv,road,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
122,15_PHL,stocks,2w,road,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
123,15_PHL,stocks,bus,road,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
124,15_PHL,stocks,2w,road,passenger,stocks,2010,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,3482149.0
125,15_PHL,stocks,2w,road,passenger,stocks,2011,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,3881460.0
126,15_PHL,stocks,2w,road,passenger,stocks,2012,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,4116690.0
127,15_PHL,stocks,2w,road,passenger,stocks,2013,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,4250667.0
128,15_PHL,stocks,2w,road,passenger,stocks,2014,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,4488742.0
129,15_PHL,stocks,2w,road,passenger,stocks,2015,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,4877063.0
130,15_PHL,stocks,2w,road,passenger,stocks,2016,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,5329770.0
131,15_PHL,stocks,2w,road,passenger,stocks,2017,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,6174345.0
132,15_PHL,stocks,2w,road,passenger,stocks,2018,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,7162253.0
133,15_PHL,stocks,2w,road,passenger,stocks,2019,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,8014202.0
134,15_PHL,stocks,2w,road,passenger,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,7328116.0
135,15_PHL,stocks,3w,road,passenger,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1451417.0
136,15_PHL,stocks,3w,road,passenger,stocks,2021,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1485886.0
137,15_PHL,stocks,bus,road,passenger,stocks,1992,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,769040.0
138,15_PHL,stocks,bus,road,passenger,stocks,1993,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,858345.0
139,15_PHL,stocks,bus,road,passenger,stocks,1994,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,939794.0
140,15_PHL,stocks,bus,road,passenger,stocks,1995,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1026104.0
141,15_PHL,stocks,bus,road,passenger,stocks,1996,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1130081.0
142,15_PHL,stocks,bus,road,passenger,stocks,1997,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1222801.0
143,15_PHL,stocks,bus,road,passenger,stocks,1998,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1275625.0
144,15_PHL,stocks,bus,road,passenger,stocks,1999,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1343421.0
145,15_PHL,stocks,bus,road,passenger,stocks,2000,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1421764.0
146,15_PHL,stocks,bus,road,passenger,stocks,2001,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1520684.0
147,15_PHL,stocks,bus,road,passenger,stocks,2002,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1685951.0
148,15_PHL,stocks,bus,road,passenger,stocks,2003,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1717243.0
149,15_PHL,stocks,bus,road,passenger,stocks,2004,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1823563.0
150,15_PHL,stocks,bus,road,passenger,stocks,2005,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1822252.0
151,15_PHL,stocks,bus,road,passenger,stocks,2006,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1811842.0
152,15_PHL,stocks,bus,road,passenger,stocks,2007,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1818738.0
153,15_PHL,stocks,bus,road,passenger,stocks,2008,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1820221.0
154,15_PHL,stocks,bus,road,passenger,stocks,2009,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1898581.0
155,15_PHL,stocks,bus,road,passenger,stocks,2010,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1735728.0
156,15_PHL,stocks,bus,road,passenger,stocks,2011,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1782880.0
157,15_PHL,stocks,bus,road,passenger,stocks,2012,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1804896.0
158,15_PHL,stocks,bus,road,passenger,stocks,2013,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1826237.0
159,15_PHL,stocks,bus,road,passenger,stocks,2014,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1870080.0
160,15_PHL,stocks,bus,road,passenger,stocks,2015,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2009442.0
161,15_PHL,stocks,bus,road,passenger,stocks,2016,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,1999145.0
162,15_PHL,stocks,bus,road,passenger,stocks,2017,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2143770.0
163,15_PHL,stocks,bus,road,passenger,stocks,2018,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2219348.0
164,15_PHL,stocks,bus,road,passenger,stocks,2019,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2327830.0
165,15_PHL,stocks,bus,road,passenger,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2203679.0
166,15_PHL,stocks,all,road,combined,stocks,2010,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,6634710.0
167,15_PHL,stocks,all,road,combined,stocks,2011,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,7138853.0
168,15_PHL,stocks,all,road,combined,stocks,2012,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,7463325.0
169,15_PHL,stocks,all,road,combined,stocks,2013,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,7689946.0
170,15_PHL,stocks,all,road,combined,stocks,2014,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,7675337.0
171,15_PHL,stocks,all,road,combined,stocks,2015,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,8706607.0
172,15_PHL,stocks,all,road,combined,stocks,2016,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,9251565.0
173,15_PHL,stocks,all,road,combined,stocks,2017,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,10410814.0
174,15_PHL,stocks,all,road,combined,stocks,2018,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,11595434.0
175,15_PHL,stocks,all,road,combined,stocks,2019,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,12725306.0
176,15_PHL,stocks,all,road,combined,stocks,2020,all,yearly,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,13302609.0
177,15_PHL,stocks,all,air,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
178,15_PHL,stocks,all,air,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
179,15_PHL,stocks,all,rail,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
180,15_PHL,stocks,all,rail,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
181,15_PHL,stocks,all,ship,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
182,15_PHL,stocks,all,ship,passenger,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
183,15_PHL,stocks,lcv,road,freight,stocks,2017,all,yearly,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,246258.0
