date,economy,vehicle_type,drive,measure,value,unit,medium,transport_type,fuel_type,frequency,scope,dataset,source
2017,21_VN,ldv,cng,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2017,21_VN,ldv,d,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2017,21_VN,ldv,fcev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2017,21_VN,ldv,g,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2017,21_VN,ldv,lpg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2017,21_VN,ldv,phevg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,2w,bev,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,2w,g,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,bus,bev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,bus,cng,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,bus,d,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,bus,fcev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,bus,g,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,bus,lpg,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,bus,phevd,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,ldv,bev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,ldv,cng,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,ldv,d,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,ldv,fcev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,ldv,g,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,ldv,lpg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,01_AUS,ldv,phevg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,2w,bev,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,2w,g,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,bus,bev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,bus,cng,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,bus,d,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,bus,fcev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,bus,g,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,bus,lpg,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,bus,phevd,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,ldv,bev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,ldv,cng,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,ldv,d,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,ldv,fcev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,ldv,g,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,ldv,lpg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,02_BD,ldv,phevg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,2w,bev,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,2w,g,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,bus,bev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,bus,cng,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,bus,d,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,bus,fcev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,bus,g,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,bus,lpg,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,bus,phevd,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,ldv,bev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,ldv,cng,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,ldv,d,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,ldv,fcev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,ldv,g,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,ldv,lpg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,03_CDA,ldv,phevg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,2w,bev,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,2w,g,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,bus,bev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,bus,cng,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,bus,d,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,bus,fcev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,bus,g,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,bus,lpg,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,bus,phevd,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,ldv,bev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,ldv,cng,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,ldv,d,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,ldv,fcev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,ldv,g,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,ldv,lpg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,04_CHL,ldv,phevg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,2w,bev,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,2w,g,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,bus,bev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,bus,cng,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,bus,d,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,bus,fcev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,bus,g,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,bus,lpg,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,bus,phevd,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,ldv,bev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,ldv,cng,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,ldv,d,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,ldv,fcev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,ldv,g,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,ldv,lpg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,05_PRC,ldv,phevg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,2w,bev,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,2w,g,mileage,2171.9819886098894,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,bus,bev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,bus,cng,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,bus,d,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,bus,fcev,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,bus,g,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,bus,lpg,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,bus,phevd,mileage,23285.71820008181,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,ldv,bev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,ldv,cng,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,ldv,d,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,ldv,fcev,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,ldv,g,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
2018,06_HKC,ldv,lpg,mileage,10038.804075302423,km_per_stock,road,passenger,all,yearly,national,estimated_mileage_occupancy_efficiency,transport_data_system
