transport_type,vehicle_type,drive,unit,medium,scope,date,measure,economy,frequency,value,dataset,Fuel
passenger,2w,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,14_PE,Yearly,1106830051.5435305,USA_alternative_fuels_data_center,all
passenger,2w,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,15_RP,Yearly,1106830051.5435305,USA_alternative_fuels_data_center,all
passenger,2w,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,16_RUS,Yearly,1106830051.5435305,USA_alternative_fuels_data_center,all
passenger,2w,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,17_SIN,Yearly,1106830051.5435305,USA_alternative_fuels_data_center,all
passenger,2w,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,18_CT,Yearly,1106830051.5435305,USA_alternative_fuels_data_center,all
passenger,2w,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,19_THA,Yearly,1106830051.5435305,USA_alternative_fuels_data_center,all
passenger,2w,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,20_USA,Yearly,1106830051.5435305,USA_alternative_fuels_data_center,all
passenger,2w,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,21_VN,Yearly,1106830051.5435305,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,01_AUS,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,02_BD,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,03_CDA,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,04_CHL,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,05_PRC,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,06_HKC,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,07_INA,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,08_JPN,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,09_ROK,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,10_MAS,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,11_MEX,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,12_NZ,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,13_PNG,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,14_PE,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,15_RP,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,16_RUS,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,17_SIN,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,18_CT,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,19_THA,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,20_USA,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,bus,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,21_VN,Yearly,130234906.46258506,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,01_AUS,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,02_BD,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,03_CDA,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,04_CHL,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,05_PRC,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,06_HKC,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,07_INA,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,08_JPN,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,09_ROK,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,10_MAS,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,11_MEX,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,12_NZ,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,13_PNG,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,14_PE,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,15_RP,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,16_RUS,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,17_SIN,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,18_CT,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,19_THA,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,20_USA,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
passenger,ldv,phev,Km_per_PJ,road,national,2013-12-31,Efficiency,21_VN,Yearly,608756528.3489417,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,01_AUS,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,02_BD,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,03_CDA,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,04_CHL,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,05_PRC,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,06_HKC,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,07_INA,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,08_JPN,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,09_ROK,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,10_MAS,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,11_MEX,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,12_NZ,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,13_PNG,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,14_PE,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,15_RP,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,16_RUS,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,17_SIN,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,18_CT,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,19_THA,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,20_USA,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ht,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,21_VN,Yearly,70571735.63869993,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,01_AUS,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,02_BD,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,03_CDA,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,04_CHL,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,05_PRC,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,06_HKC,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,07_INA,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,08_JPN,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,09_ROK,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,10_MAS,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,11_MEX,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,12_NZ,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,13_PNG,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,14_PE,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,15_RP,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,16_RUS,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,17_SIN,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,18_CT,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,19_THA,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,20_USA,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
freight,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,21_VN,Yearly,251552284.44171143,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,01_AUS,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,02_BD,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,03_CDA,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,04_CHL,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,05_PRC,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,06_HKC,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,07_INA,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,08_JPN,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,09_ROK,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,10_MAS,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,11_MEX,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,12_NZ,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,13_PNG,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,14_PE,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,15_RP,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,16_RUS,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,17_SIN,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,18_CT,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,19_THA,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,20_USA,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,2w,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,21_VN,Yearly,632474315.1677316,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,01_AUS,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,02_BD,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,03_CDA,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,04_CHL,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,05_PRC,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,06_HKC,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,07_INA,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,08_JPN,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,09_ROK,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,10_MAS,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,11_MEX,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,12_NZ,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,13_PNG,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,14_PE,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,15_RP,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,16_RUS,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,17_SIN,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,18_CT,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,19_THA,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,20_USA,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,bus,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,21_VN,Yearly,74419946.5500486,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,01_AUS,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,02_BD,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,03_CDA,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,04_CHL,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,05_PRC,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,06_HKC,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,07_INA,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,08_JPN,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,09_ROK,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,10_MAS,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
passenger,ldv,ice,Km_per_PJ,road,national,2014-12-31,Efficiency,11_MEX,Yearly,347860873.3422524,USA_alternative_fuels_data_center,all
